pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
8255249,3,0,2,2,0,1,10,6,0,2,4,4,3,3,1,1,1,1,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,8,0,1,0,0,1,4,5,1,1,2,2
1607771,1,0,10,1,0,83,83,0,0,1,10,10,25,25,0,0,0,0,45,40,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,3,4,4,4,1,1,1,66,0,10,0,0,0,1,46,2,1,2,2
3194072,1,0,1,1,0,2,6,0,0,1,2,2,2,2,0,0,0,0,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,0,1,2,2
1565356,1,0,2,2,0,1,6,0,0,1,1,1,1,1,0,0,1,1,4,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,0,1,2,2
7949337,1,0,1,1,0,1,6,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,0,3,0,0,1,0,1,2,2
4628128,1,0,4,1,0,6,22,0,0,1,2,2,7,7,0,0,0,0,10,13,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,2,5,1,1,2,2
6378188,1,0,1,5,0,1,5,0,0,1,5,5,5,5,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,3,3,6,0,0,0,2,1,1,1,2
9635473,1,0,3,1,0,29,29,0,0,1,7,7,20,20,0,0,0,0,28,28,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,0,43,0,0,0,29,26,7,1,1,2
3554085,1,0,1,5,0,9,14,0,0,1,3,3,0,0,0,0,0,0,2,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,14,0,3,0,0,0,7,7,2,1,2,1
8565034,1,0,4,2,0,0,7,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,1,0,2,2,2
6391615,1,0,1,2,0,3,6,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0,5,0,0,0,2,0,1,2,3
6791782,3,0,2,1,0,1,5,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,6,0,2,16,0,0,0,6,1,1,2,2
5296469,1,0,2,7,0,5,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,1,0,0,0,0,1,0,1,1,3
3063468,1,0,2,1,0,4,10,0,0,1,3,3,5,3,0,0,0,0,5,5,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,1,4,0,2,1,0,1,1,1,2,3
8621616,1,0,1,1,0,2,14,0,0,1,2,2,5,5,1,1,1,1,1,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,8,0,1,0,0,0,1,4,1,1,2,1
2257915,1,0,1,1,0,5,24,0,0,1,2,2,2,2,1,1,1,1,10,10,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,15,0,1,0,15,0,1,5,1,1,2,2
2907680,3,0,1,5,0,6,6,2,0,1,4,3,3,3,0,0,1,1,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,4,4,4,4,2,2,2,6,0,10,0,0,0,0,3,2,1,2,2
1669843,1,0,6,1,0,5,6,0,0,1,6,6,10,10,1,1,1,1,6,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,8,0,1,0,1,1,2,1,2,3
2189723,1,0,1,5,0,1,0,8,0,2,1,1,1,1,1,1,1,0,4,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,3,0,0,0,1,2,1,1,1,2
3598366,1,0,1,1,0,7,6,0,0,1,1,1,1,1,1,0,1,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,1,0,2,2,1,1,2,2
8852079,1,0,1,1,0,7,2,5,0,1,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,1,2,0,1,2,2
9886016,1,0,1,7,0,1,2,4,0,1,2,2,2,2,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,1,0,0,0,0,1,0,1,2,3
4297438,1,0,0,1,0,2,8,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,1,1,2,3
3239764,1,0,1,5,0,4,20,0,0,1,3,3,7,7,1,1,1,1,4,8,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,7,31,6,0,5,0,1,3,3,1,2,3
9197173,1,0,4,1,0,1,5,2,0,1,1,1,1,1,1,1,0,0,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,2,0,1,2,3
5976733,1,0,3,7,0,2,6,0,0,1,1,1,1,1,0,0,0,0,6,5,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,0,1,2,2
4188669,1,0,2,1,0,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,3,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,3,5,1,1,4,4,1,2,2,2
2444036,1,0,3,2,0,2,8,4,0,1,1,1,4,4,0,0,0,0,12,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,5,0,1,0,0,1,0,3,0,1,2,3
3465751,1,0,1,1,0,1,6,0,0,1,3,3,1,1,1,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,2,0,2,2,2
9171047,1,0,5,1,0,21,19,0,0,1,3,3,3,3,0,0,0,0,8,10,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,10,0,2,0,0,0,0,5,1,1,2,2
4105113,1,0,5,1,0,4,21,0,0,1,4,4,4,4,1,1,1,1,6,7,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,14,0,0,0,0,0,1,3,1,1,2,2
9872869,3,0,3,2,0,4,32,2,0,1,5,5,5,5,0,0,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,35,0,0,0,0,0,1,10,1,1,2,2
6659984,1,0,0,5,0,5,11,0,0,1,4,4,4,4,1,1,1,1,10,10,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,8,0,1,0,0,1,1,2,1,1
3848423,1,0,1,5,0,3,7,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,0,0,0,2,0,1,2,3
4768934,1,0,2,5,0,1,0,6,0,2,1,1,1,1,0,0,0,0,0,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,1,2,2
9488185,1,0,2,1,0,4,14,0,2,1,2,2,4,4,0,0,0,0,6,15,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,9,0,2,0,0,0,0,8,1,1,2,2
5873768,1,0,1,1,0,4,9,0,0,1,3,3,2,2,1,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,4,3,0,2,0,1,0,1,1,2,2
9286781,1,0,1,1,0,7,14,0,0,1,3,3,4,4,0,0,0,0,3,4,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,2,0,1,2,2
9560027,1,0,3,1,0,8,13,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,0,0,1,0,1,1,1,1,3
4425986,1,0,0,4,0,0,5,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,3,0,0,0,0,2,0,1,2,2
5443718,1,0,2,1,0,2,10,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,2,0,0,0,4,4,1,1,2,2
9054270,1,0,2,1,0,8,14,0,0,1,2,2,2,2,0,0,0,0,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,5,2,5,0,0,0,1,3,1,1,2
7773620,1,0,2,1,0,7,27,0,0,1,12,12,13,13,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,0,9,4,0,1,1,1,3,1,1,2
5992974,3,0,1,7,0,1,3,0,0,2,2,2,2,2,1,0,0,0,0,0,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,3,2,1,1,2,3
6861238,1,0,1,1,0,1,6,0,0,2,1,1,1,1,1,0,0,0,4,6,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,0,1,1,3,0,1,2,1
7853175,3,0,7,1,0,40,92,0,0,1,23,23,66,66,1,1,1,1,20,23,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,9,1,1,1,1,1,1,1,2,4,4,4,4,1,1,1,98,0,17,0,0,0,65,71,4,1,2,1
5893246,1,0,0,5,0,5,13,0,0,2,2,2,4,4,0,0,0,0,2,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,5,0,1,4,0,0,1,3,1,1,1,2
4172554,1,0,2,1,0,1,5,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,0,0,0,4,2,0,1,2,3
4176766,3,0,1,2,0,3,5,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,13,0,4,0,0,0,1,2,2,1,2,2
8125322,3,0,7,2,0,10,18,5,0,2,2,2,5,5,2,2,2,2,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,3,4,4,4,4,4,1,1,1,10,0,4,0,0,1,0,8,1,1,1,1
4782301,1,0,5,1,0,12,23,0,0,1,2,2,2,2,0,0,0,0,10,20,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,9,2,1,1,1,1,1,1,1,4,1,4,4,1,1,1,16,0,45,0,0,0,5,20,4,1,2,1
7725629,3,0,3,1,0,3,12,4,0,1,7,7,5,5,1,1,0,0,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,14,0,3,0,0,0,1,4,2,1,2,2
1100214,1,0,1,1,0,1,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,3,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,2,5,0,0,0,2,1,1,2,2
6007152,1,0,2,1,0,2,5,0,0,1,4,2,4,2,0,0,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,0,0,0,0,2,0,1,2,2
4113457,1,0,2,1,0,2,5,0,0,2,2,2,2,2,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,2,3
1860971,1,0,4,1,0,11,51,0,0,1,38,38,36,36,3,3,2,2,0,0,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,9,2,1,1,3,1,1,1,1,4,4,4,4,1,1,9,2,0,80,0,0,0,33,4,9,1,1,1
1521989,2,0,0,5,0,4,0,0,4,2,1,1,1,1,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,1,1,2,3
3604381,1,0,6,2,0,20,29,0,0,1,5,5,9,9,1,1,1,1,4,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,16,0,1,0,0,0,3,7,2,1,1,2
4147218,1,0,0,1,0,1,8,2,0,2,2,2,3,3,0,0,0,0,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,3,1,1,2,3
5306071,1,0,1,1,0,15,20,15,0,1,10,10,10,10,0,0,0,0,5,0,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,20,0,1,1,8,8,2,1,2,3
2886579,1,0,2,1,0,4,7,0,0,2,3,3,4,4,0,0,0,0,3,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,7,0,2,0,0,0,1,2,1,1,2,2
4869353,3,0,1,1,0,3,3,3,0,1,2,2,1,1,1,0,0,0,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,9,7,0,5,0,0,0,0,2,1,1,2,2
3602270,1,0,2,5,0,25,25,0,0,1,3,3,5,5,0,0,0,0,9,12,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,10,0,4,0,0,0,1,4,1,1,2,2
4796482,1,0,3,1,0,26,23,0,0,1,5,5,7,7,1,1,1,1,7,7,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0,1,5,1,1,2,1
9216201,1,0,2,3,0,12,14,1,0,1,13,13,12,12,1,1,1,1,11,11,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,14,0,9,1,1,0,2,1,2,1
8045007,1,0,1,5,0,3,4,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,1,0,2,2,3
3269577,1,0,1,1,0,9,6,0,0,1,3,3,3,3,0,0,0,0,5,5,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,2,4,50,2,1,3,0,2,1,1,3
1329373,1,0,2,7,0,15,15,0,0,1,2,2,13,13,1,1,1,1,3,3,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,10,0,4,0,0,0,0,10,3,1,1,2
4260175,1,0,1,7,0,2,5,0,0,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,2,1,1,2,3
8045734,3,0,4,1,0,3,0,10,21,1,10,10,14,14,2,2,2,2,6,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,20,0,13,20,0,0,1,17,3,1,2,2
9742615,1,0,1,1,0,0,6,0,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,2,1,0,1,2,2
4886449,1,0,1,1,0,4,8,0,0,1,2,2,5,5,0,0,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,6,0,0,0,1,3,1,1,2,3
3248369,3,0,1,1,0,4,4,0,0,2,1,1,1,1,0,0,0,0,5,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,3,1,1,2,3
4403017,1,0,0,1,0,3,6,0,0,1,2,2,2,2,1,0,1,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,2,1,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,0,1,0,1,2,3
2229887,1,0,1,1,0,3,0,8,0,1,1,1,1,1,1,1,1,1,7,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,8,2,1,1,2,2
1712746,3,0,4,7,0,4,7,5,8,1,7,4,11,9,1,1,0,0,7,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,10,0,6,0,0,0,0,0,0,1,2,2
9338207,1,0,1,5,0,2,6,0,0,1,2,2,1,1,0,0,0,0,7,7,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,0,1,10,0,0,1,2,1,1,2,3
8683381,2,0,1,1,0,7,6,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0,1,2,3
5318013,1,0,1,1,0,6,5,0,0,2,1,1,1,1,0,0,0,0,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,0,5,0,0,0,2,0,1,2,1
4980504,1,0,2,1,0,5,12,0,0,1,2,2,2,2,2,2,2,2,6,6,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,1,7,0,1,0,1,1,2,1,2,3
6263479,3,0,1,1,0,2,10,0,0,1,4,4,5,4,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,2,1,1,2,2
7053878,3,0,4,1,0,4,15,4,0,1,8,5,5,5,1,0,0,0,4,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,9,0,8,0,0,0,3,5,1,1,1,2
4683575,1,0,2,1,0,5,11,0,0,1,4,4,4,4,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,0,0,0,1,1,2,3
3393085,1,0,12,2,0,8,24,0,0,1,4,4,16,16,1,1,1,1,16,13,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,40,0,10,0,0,0,1,24,5,1,1,1
5376039,1,0,3,7,0,7,26,0,0,1,2,2,2,2,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,550,20,1,6,3,2,1,2,3
4008275,1,0,3,1,0,4,8,0,0,1,2,2,2,2,2,2,4,4,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,1,0,0,0,0,1,1,1,2,1
9175603,1,0,5,3,0,4,14,0,0,1,4,4,4,4,0,0,0,0,7,7,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,7,7,1,1,2,2
8808170,1,0,0,6,0,2,0,6,0,2,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,2,0,0,0,0,1,1,1,2,2
2566137,3,0,2,2,0,2,6,1,0,2,1,1,1,1,1,1,0,0,3,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,7,0,8,1,5,0,0,6,1,1,2,2
1978206,1,0,4,2,0,5,10,0,0,1,1,1,2,1,0,0,0,0,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,5,0,4,0,2,1,0,1,1,1,1,2
5751597,2,0,2,1,0,47,36,0,0,1,15,15,45,45,1,1,2,2,31,0,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,110,0,38,250,0,2,0,5,12,1,2,1
8395191,1,0,1,1,0,6,10,0,0,1,1,1,3,3,0,0,0,0,0,3,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,1,0,1,1,1,1,2,2
5064114,1,0,4,1,0,6,51,0,0,1,25,25,17,17,1,0,1,0,15,15,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,20,0,3,0,0,0,1,10,1,1,2,1
6280147,1,0,4,1,0,0,9,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,1,0,0,0,0,2,1,1,2,2
