pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
1247837,1,0,4,1,0,8,6,0,0,1,1,1,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,4,0,0,0,3,5,1,1,2,2
8465608,1,0,0,5,0,5,6,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,0,0,0,0,2,0,1,2,2
5048259,1,0,3,1,0,1,22,0,0,2,18,18,18,18,0,0,0,0,6,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,2,7,1,1,1,2
1604660,1,0,2,1,0,11,22,0,0,1,20,20,24,24,0,0,0,0,8,24,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,2,2,3,3,3,2,1,9,0,0,25,4,0,1,10,10,4,1,1,2
4511013,3,0,0,2,0,1,0,4,0,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,1,0,1,2,2
1320558,3,0,6,7,0,11,28,16,0,2,0,0,38,30,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,4,4,3,1,1,72,0,4,500,0,0,36,42,3,1,2,1
4902269,1,0,1,1,0,3,4,0,0,1,4,4,4,4,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,9,1,4,4,2,4,4,4,4,4,1,1,9,1,0,1,0,0,0,0,1,1,1,2,3
4270105,3,0,1,7,0,5,0,5,0,1,1,1,2,2,1,1,0,0,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,1,1,2,2
5282654,1,0,1,5,0,6,9,0,0,1,5,5,4,4,0,0,1,1,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,2,1,1,2,3
5652720,1,0,1,7,0,3,6,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,0,0,0,0,0,2,2,3
8469317,1,0,1,1,0,15,37,0,0,1,14,14,17,17,2,2,2,2,14,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,1,0,25,0,0,3,25,1,7,1,1,1
9335132,1,0,0,8,0,2,8,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,0,0,2,2,3
4645569,1,0,2,1,0,4,18,0,0,1,6,6,5,5,0,0,0,0,5,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,5,0,0,0,0,3,1,1,2,3
7738197,1,0,1,1,0,2,5,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,3,30,0,0,0,0,2,1,2,1
5803066,1,0,3,1,0,8,20,0,0,1,16,16,14,14,0,0,0,0,12,10,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,2,2,2,2,3,3,3,3,1,1,9,0,0,4,0,0,0,0,0,1,1,2,3
7476252,1,0,4,1,0,3,6,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,0,0,0,1,1,1,2,3
8327209,3,0,1,2,0,2,4,2,3,2,2,2,3,2,1,1,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,10,0,10,200,0,0,0,4,1,2,1,3
1610591,3,0,0,1,0,3,7,0,0,1,3,3,2,2,0,0,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8,0,6,0,2,0,1,3,2,1,2,2
2082928,1,0,1,1,0,8,13,0,0,1,10,10,8,8,1,1,1,1,7,8,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,0,0,1,1,1,1,2,3
2369948,1,0,6,1,0,20,82,0,0,1,63,63,72,72,4,4,4,4,5,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,100,0,82,0,2,2,73,73,8,1,1,1
2093008,1,0,1,2,0,1,4,2,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,2,0,1,2,2
2454936,1,0,2,1,0,9,28,0,0,1,16,16,19,19,0,0,0,0,4,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,16,0,0,0,1,1,5,1,1,3
8172829,1,0,2,1,0,1,6,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,2,2
5377616,1,0,5,5,0,10,9,0,0,1,6,6,6,6,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,3,3,0,0,0,1,3,0,2,2,3
2337452,1,0,6,1,0,18,17,0,0,1,2,2,5,5,0,0,0,0,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,4,0,0,0,0,2,1,1,1,2
3610101,1,0,2,1,0,6,5,1,0,1,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,1,47,0,0,0,3,0,1,2,2
4857095,1,0,2,1,0,2,10,0,0,1,3,3,3,3,1,1,0,0,4,7,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,2,1,1,2,3
3450053,1,0,3,7,0,7,7,0,0,2,2,1,2,1,1,1,0,0,1,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,1,1,1,2
5517040,1,0,2,1,0,6,6,0,0,1,6,6,6,6,0,0,0,0,6,6,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,1,0,1,1,2,3
8395383,1,0,2,1,0,12,12,0,0,1,10,10,12,12,0,0,0,0,10,12,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,8,0,0,0,2,3,1,1,2,3
7190319,1,0,3,1,0,8,48,0,0,1,6,6,92,92,1,1,1,1,6,92,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,33,0,20,0,0,1,0,22,1,1,1,2
4945204,3,0,1,2,0,1,6,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,0,0,0,1,3,1,1,2,3
8999402,3,0,1,2,0,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,2,0,0,0,0,2,1,1,2,3
1471382,1,0,0,5,0,3,8,0,0,1,5,5,5,5,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,2,0,1,2,2
3971408,3,0,7,2,0,9,45,0,0,1,24,20,30,26,5,5,6,6,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,2,4,4,4,4,2,1,1,45,0,6,7,0,1,0,25,3,1,2,1
1931482,2,0,1,1,0,4,11,0,0,1,3,3,3,3,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,4,50,1,0,0,1,1,1,2,2
5577438,3,0,1,2,0,2,5,0,0,1,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,3,1,1,2,3
8711339,1,0,5,1,0,15,51,0,0,1,8,8,12,12,1,1,1,1,15,15,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,3,3,2,1,1,9,3,0,50,15,0,1,2,6,3,1,1,1
7680169,1,0,0,1,0,2,4,0,0,2,1,1,1,1,0,0,0,0,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,1,0,0,1,1,2,1,1,1,2
9129866,2,0,1,1,0,1,5,0,0,2,1,1,1,1,0,0,0,0,1,0,1,1,1,2,2,2,2,1,1,2,2,2,2,3,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,1,0,0,0,0,1,0,2,2,2
1007487,3,0,1,1,0,1,4,0,0,2,1,1,1,1,0,0,1,1,3,3,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,1,20,0,0,0,2,1,1,2,2
5244971,3,0,1,7,0,1,4,0,0,1,1,1,1,1,1,1,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,9,0,4,0,4,5,1,1,2,2
8936261,1,0,1,2,0,1,5,2,0,2,2,2,2,2,1,1,1,1,3,3,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,3,3,1,1,2,3
8625399,1,0,3,7,0,2,11,0,0,1,1,1,8,8,0,0,0,0,7,7,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,9,0,4,3,0,0,0,3,2,1,1,2
2592979,1,0,0,1,0,10,0,9,0,1,2,2,3,3,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,3,1,1,2,3
2668655,1,0,2,1,0,3,9,0,0,2,16,12,5,5,0,0,0,0,12,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,2,0,1,2,3
5338628,1,0,4,1,0,4,6,3,0,1,2,2,1,1,0,0,0,0,6,6,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,3,0,0,0,2,4,1,1,1,2
6605458,3,0,1,1,0,3,4,0,0,1,2,2,2,2,1,1,1,1,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,4,0,0,0,4,4,1,1,2,2
4009311,2,0,0,2,0,3,8,0,0,1,1,1,2,2,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,0,1,1,1,2,3
7621454,1,0,1,1,0,7,6,0,0,1,3,3,2,2,1,0,1,0,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,0,4,0,0,0,1,1,1,1,3
2410360,1,0,4,1,0,2,14,0,0,1,1,1,2,2,1,0,0,0,5,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,1,3,1,1,2,1
1192100,1,0,1,7,0,0,6,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,1,0,1,2,3
4046805,3,0,1,7,0,2,20,0,4,2,3,3,13,13,0,0,0,0,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,13,0,2,0,0,0,0,6,1,1,2,1
9409069,1,0,1,1,0,5,6,0,0,1,2,2,2,2,0,0,0,0,6,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,1,0,0,1,1,2,2,3
2439167,1,0,4,1,0,2,14,0,0,2,2,2,2,2,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,4,0,0,0,1,3,1,2,2,1
2105938,1,0,7,1,0,5,51,0,0,1,16,16,20,20,0,0,0,0,36,36,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,22,0,14,0,15,0,35,11,1,1,2,1
1852909,1,0,1,2,0,5,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,2,0,0,0,0,3,0,1,1,2
7951606,1,0,3,5,0,3,6,0,0,1,1,1,1,1,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,0,0,0,0,0,3,1,1,1,1
9340058,1,0,2,1,0,5,17,0,0,1,4,4,8,8,0,0,0,0,4,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,10,0,1,0,0,0,1,3,1,1,2,2
9766062,1,0,1,1,0,3,9,0,0,1,4,4,4,4,0,0,0,0,5,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,0,1,1,2,3
8482851,1,0,2,1,0,3,10,0,0,2,4,4,8,4,0,0,0,0,8,16,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,8,8,1,1,1,2
7734238,1,0,3,1,0,10,12,0,0,1,6,6,9,9,0,0,0,0,4,9,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,1,0,21,0,21,0,0,6,3,1,2,3
1741013,1,0,1,1,0,7,5,0,0,1,1,1,2,2,1,1,1,1,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,1,1,1,1,1,1,1
3509043,1,0,1,1,0,8,13,0,0,1,6,6,6,6,0,0,0,0,7,6,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,13,0,13,0,0,0,1,1,1,1,2,3
7061458,1,0,1,5,0,6,17,0,0,1,7,7,7,7,0,0,0,0,17,17,1,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,1,1,2,1,1,3
3082641,1,0,5,1,0,7,7,0,0,1,2,2,2,2,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,1,0,0,0,0,2,0,1,2,2
6691147,3,0,3,1,0,4,11,2,5,2,4,4,4,4,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,42,0,2,0,0,0,9,9,2,1,2,2
4825429,1,0,1,1,0,1,11,0,0,1,5,5,5,5,1,1,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,2,0,0,0,0,0,0,1,2,3
8148520,3,0,1,1,0,2,7,0,0,1,1,1,2,2,1,1,0,0,5,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,5,0,6,5,0,0,0,4,1,1,2,2
7511221,3,0,3,2,0,24,31,4,0,1,3,1,3,2,1,1,0,0,4,3,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,1,2,1,1,9,1,1,1,2,1,1,1,4,4,4,4,4,1,1,1,39,0,15,1500,0,0,1,12,2,1,2,1
7583582,1,0,4,1,0,3,31,0,0,1,3,3,3,3,2,2,1,1,8,7,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,16,0,2,0,0,0,0,6,2,1,2,3
1056126,1,0,1,7,0,6,4,1,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,0,1,0,0,0,0,2,1,1,2,2
2162694,1,0,5,1,0,1,6,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,5,0,0,0,2,0,1,2,2
5312032,3,0,1,1,0,2,2,1,3,1,1,1,2,2,0,0,0,0,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,1,0,0,0,0,2,1,1,2,3
7441620,1,0,2,1,0,7,20,0,0,1,5,5,6,6,2,2,2,2,5,6,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,1,1,1,2
4152267,1,0,1,1,0,1,7,0,0,1,3,3,3,3,0,0,0,0,15,15,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,7,0,0,3,0,0,3,3,1,1,1,2
2224242,3,0,2,2,0,0,3,0,2,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,6,0,2,0,0,1,0,2,2,1,2,2
9683666,2,0,1,5,0,0,4,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,1
1592568,3,0,2,2,0,1,7,0,0,2,1,1,1,1,1,1,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,5,0,3,0,0,0,2,3,1,1,2,2
3255115,1,0,4,6,0,0,6,0,0,2,1,1,2,2,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,1,0,0,0,1,3,1,1,2,2
9121960,1,0,2,7,0,2,8,2,0,1,6,6,6,6,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,0,2,0,1,2,2
6601620,1,0,2,7,0,1,5,0,0,1,0,0,1,1,0,0,0,0,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,1,0,1,2,2
8245605,1,0,2,1,0,3,10,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,9,0,1,0,0,0,0,3,1,2,2,2
6598373,1,0,1,1,0,12,13,0,0,1,5,5,7,7,0,0,0,0,5,7,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,10,0,13,0,0,0,0,3,1,1,2,1
3285148,1,0,4,1,0,20,54,0,0,1,35,35,45,45,3,3,3,3,35,10,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,9,1,1,2,1,1,1,1,2,2,3,3,3,1,1,2,95,0,44,0,0,0,50,37,6,1,2,1
3902560,3,0,7,1,0,15,18,0,0,1,8,8,10,10,1,1,2,2,13,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,2,3,2,3,3,3,1,1,22,0,4,0,0,0,1,17,3,1,2,1
4885394,1,0,1,1,0,15,16,0,0,1,2,2,3,3,0,0,0,0,9,9,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,5,5,0,0,0,3,0,2,2,1
1396192,3,0,3,2,0,4,12,8,10,2,8,4,13,13,0,0,1,1,20,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,1,1,48,0,1,0,0,0,18,22,2,1,2,1
9353588,1,0,2,1,0,1,6,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,0,50,0,0,0,1,1,1,2,2
7347794,1,0,2,1,0,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,3,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,2,0,1,2,2
5859221,1,0,1,1,0,4,12,0,0,1,0,0,0,0,2,2,9,9,6,9,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,7,0,26,0,0,0,7,7,1,1,2,3
5885368,1,0,1,1,0,6,9,0,0,1,3,3,5,5,1,1,1,1,11,11,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,3,2,1,1,2,2
9708446,1,0,1,1,0,15,33,10,0,1,4,4,17,17,0,0,0,0,8,20,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,2,4,4,4,4,1,1,1,14,0,24,0,0,0,1,35,0,1,2,1
4372933,1,0,3,1,0,12,14,0,0,1,6,6,6,6,1,1,1,1,12,6,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,1,12,0,12,0,0,2,3,1,2,3
